code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_click,avg_clicks_per_day,max_clicks_day,active_days,sucess,engagement_level,no_engagement_flag,first_activity_day,pre_course_engaged,early_click,early_active_days
AAA,2013J,63400,M,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Pass,2737.0,3.601315789473684,42.0,175.0,1,High,0,-10.0,1.0,188.0,8.0
AAA,2013J,65002,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,176.0,3.142857142857143,14.0,13.0,0,Low,0,-10.0,1.0,74.0,5.0
AAA,2013J,70464,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1053.0,5.136585365853659,34.0,46.0,1,Medium,0,-10.0,1.0,180.0,6.0
AAA,2013J,71361,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,2327.0,3.196428571428572,28.0,135.0,1,High,0,-10.0,1.0,498.0,12.0
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,116.0,1.6111111111111112,11.0,14.0,0,Low,0,-5.0,1.0,0.0,0.0
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2992.0,3.9681697612732094,55.0,122.0,1,High,0,-10.0,1.0,216.0,10.0
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,680.0,2.5092250922509227,16.0,86.0,1,Medium,0,-10.0,1.0,110.0,14.0
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1494.0,3.0120967741935485,19.0,125.0,1,High,0,-8.0,1.0,65.0,5.0
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,1240.0,2.973621103117506,19.0,93.0,0,Medium,0,-24.0,1.0,247.0,10.0
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,2839.0,7.354922279792746,79.0,91.0,1,High,0,-10.0,1.0,424.0,14.0
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,744.0,3.061728395061728,24.0,52.0,1,Medium,0,-9.0,1.0,42.0,6.0
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,4104.0,4.495071193866375,53.0,144.0,1,High,0,-10.0,1.0,696.0,12.0
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1944.0,2.4891165172855314,15.0,177.0,1,High,0,-10.0,1.0,285.0,13.0
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1150.0,3.674121405750799,29.0,58.0,1,Medium,0,-3.0,1.0,232.0,7.0
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,4777.0,4.815524193548387,225.0,161.0,1,High,0,-10.0,1.0,547.0,14.0
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,465.0,3.206896551724138,25.0,33.0,0,Medium,0,12.0,0.0,11.0,1.0
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,733.0,3.316742081447964,24.0,47.0,1,Medium,0,-10.0,1.0,60.0,2.0
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,998.0,2.9096209912536444,19.0,70.0,1,Medium,0,-10.0,1.0,124.0,5.0
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,2343.0,3.9779286926994906,45.0,136.0,1,High,0,-10.0,1.0,303.0,10.0
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,3553.0,3.5494505494505493,38.0,195.0,1,High,0,-9.0,1.0,496.0,11.0
AAA,2013J,114017,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,757.0,3.277056277056277,25.0,50.0,1,Medium,0,-9.0,1.0,265.0,7.0
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,1358.0,2.662745098039216,22.0,120.0,1,Medium,0,-10.0,1.0,101.0,8.0
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,1886.0,3.669260700389105,31.0,108.0,1,High,0,0.0,0.0,177.0,7.0
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,1108.0,3.562700964630225,26.0,98.0,1,Medium,0,-10.0,1.0,102.0,5.0
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,284.0,2.558558558558558,15.0,27.0,1,Low,0,-10.0,1.0,10.0,2.0
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2041.0,3.401666666666667,38.0,127.0,1,High,0,-10.0,1.0,334.0,8.0
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1321.0,3.0022727272727274,45.0,89.0,1,Medium,0,-10.0,1.0,128.0,8.0
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1888.0,3.515828677839851,32.0,110.0,0,High,0,-10.0,1.0,267.0,13.0
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,520.0,3.421052631578948,18.0,32.0,1,Medium,0,-10.0,1.0,90.0,3.0
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,2732.0,4.801405975395431,72.0,138.0,1,High,0,-10.0,1.0,313.0,5.0
AAA,2013J,135335,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,73.0,2.147058823529412,7.0,14.0,0,Low,0,-24.0,1.0,26.0,6.0
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,610.0,3.01980198019802,37.0,43.0,0,Medium,0,-11.0,1.0,99.0,7.0
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,5528.0,3.923349893541519,48.0,192.0,1,High,0,-10.0,1.0,315.0,7.0
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,1823.0,3.1162393162393163,21.0,92.0,1,High,0,-9.0,1.0,223.0,6.0
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,756.0,3.024,18.0,41.0,0,Medium,0,-2.0,1.0,46.0,3.0
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,2121.0,3.361331220285261,34.0,95.0,1,High,0,-5.0,1.0,137.0,5.0
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,5645.0,3.484567901234568,25.0,200.0,1,High,0,-10.0,1.0,463.0,15.0
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,452.0,3.033557046979866,32.0,35.0,1,Medium,0,-10.0,1.0,46.0,3.0
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,597.0,3.109375,15.0,32.0,0,Medium,0,-10.0,1.0,36.0,2.0
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,1718.0,2.911864406779661,217.0,127.0,0,High,0,-10.0,1.0,258.0,12.0
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,155.0,3.7804878048780486,15.0,9.0,0,Low,0,-9.0,1.0,0.0,0.0
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,3812.0,2.99685534591195,32.0,198.0,0,High,0,-24.0,1.0,404.0,15.0
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,270.0,3.033707865168539,26.0,20.0,1,Low,0,2.0,0.0,27.0,3.0
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,1529.0,3.649164677804296,41.0,81.0,1,High,0,-10.0,1.0,43.0,3.0
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,4003.0,4.156801661474558,53.0,202.0,1,High,0,-10.0,1.0,403.0,13.0
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,2645.0,3.281637717121588,28.0,134.0,0,High,0,-24.0,1.0,125.0,6.0
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1405.0,3.639896373056995,28.0,87.0,1,Medium,0,-9.0,1.0,134.0,8.0
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,2062.0,3.182098765432099,26.0,124.0,0,High,0,-24.0,1.0,297.0,10.0
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,466.0,1.94979079497908,13.0,51.0,1,Medium,0,-10.0,1.0,25.0,2.0
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1510.0,2.9320388349514563,32.0,99.0,1,High,0,-10.0,1.0,112.0,6.0
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,745.0,2.466887417218543,25.0,42.0,1,Medium,0,0.0,0.0,96.0,5.0
AAA,2013J,172112,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,1939.0,2.781922525107604,33.0,135.0,1,High,0,-10.0,1.0,104.0,8.0
AAA,2013J,172797,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,1782.0,4.293975903614458,34.0,86.0,1,High,0,-10.0,1.0,55.0,2.0
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,6318.0,3.845404747413269,39.0,249.0,1,High,0,-10.0,1.0,626.0,15.0
AAA,2013J,175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass,4447.0,3.3920671243325704,26.0,197.0,1,High,0,-10.0,1.0,562.0,15.0
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,2016.0,4.613272311212815,54.0,97.0,1,High,0,-10.0,1.0,151.0,10.0
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,138.0,2.76,22.0,17.0,0,Low,0,-7.0,1.0,6.0,2.0
AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,2012.0,2.344988344988345,18.0,157.0,1,High,0,-10.0,1.0,293.0,11.0
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,487.0,3.358620689655172,27.0,20.0,0,Medium,0,-10.0,1.0,105.0,2.0
AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,1975.0,3.610603290676417,61.0,116.0,1,High,0,-10.0,1.0,256.0,10.0
AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,964.0,2.619565217391304,25.0,58.0,1,Medium,0,-3.0,1.0,130.0,3.0
AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass,1312.0,2.750524109014675,23.0,147.0,1,Medium,0,-10.0,1.0,169.0,10.0
AAA,2013J,185439,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail,427.0,4.313131313131313,25.0,15.0,0,Medium,0,-10.0,1.0,36.0,3.0
AAA,2013J,186149,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,2136.0,3.651282051282051,36.0,109.0,1,High,0,-10.0,1.0,334.0,12.0
AAA,2013J,187100,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,8562.0,4.454734651404786,48.0,231.0,1,High,0,-10.0,1.0,1125.0,15.0
AAA,2013J,188278,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,4497.0,3.0160965794768613,44.0,167.0,0,High,0,-24.0,1.0,1073.0,14.0
AAA,2013J,189879,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1541.0,3.486425339366516,25.0,84.0,1,High,0,-8.0,1.0,200.0,5.0
AAA,2013J,192183,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,3219.0,4.003731343283582,125.0,176.0,1,High,0,-10.0,1.0,296.0,12.0
AAA,2013J,195262,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1905.0,5.411931818181818,46.0,58.0,0,High,0,-5.0,1.0,48.0,4.0
AAA,2013J,200860,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,534.0,1.9071428571428573,30.0,81.0,1,Medium,0,-10.0,1.0,166.0,8.0
AAA,2013J,202635,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1418.0,4.774410774410774,34.0,47.0,0,Medium,0,-10.0,1.0,339.0,8.0
AAA,2013J,205350,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass,1665.0,2.9573712255772646,19.0,126.0,1,High,0,-10.0,1.0,296.0,11.0
AAA,2013J,205719,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail,333.0,2.8461538461538463,22.0,32.0,0,Low,0,-1.0,1.0,96.0,5.0
AAA,2013J,227499,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,2953.0,3.659231722428749,38.0,162.0,1,High,0,-10.0,1.0,255.0,8.0
AAA,2013J,227517,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1205.0,3.1136950904392764,39.0,69.0,0,Medium,0,-10.0,1.0,185.0,9.0
AAA,2013J,228082,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,227.0,1.6691176470588236,7.0,37.0,1,Low,0,-10.0,1.0,39.0,4.0
AAA,2013J,228222,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,445.0,2.680722891566265,16.0,38.0,1,Medium,0,0.0,0.0,51.0,5.0
AAA,2013J,229179,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,614.0,3.766871165644172,32.0,50.0,1,Medium,0,-6.0,1.0,95.0,4.0
AAA,2013J,229361,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1215.0,3.481375358166189,29.0,123.0,1,Medium,0,-10.0,1.0,70.0,8.0
AAA,2013J,231554,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,1839.0,4.227586206896552,45.0,86.0,1,High,0,-9.0,1.0,129.0,4.0
AAA,2013J,235507,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn,1257.0,2.1975524475524475,20.0,136.0,0,Medium,0,-24.0,1.0,139.0,9.0
AAA,2013J,236284,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,732.0,3.4857142857142858,25.0,41.0,1,Medium,0,16.0,0.0,0.0,0.0
AAA,2013J,238007,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1935.0,2.6043068640646028,15.0,162.0,1,High,0,-10.0,1.0,196.0,9.0
AAA,2013J,240712,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass,321.0,3.0,23.0,26.0,1,Low,0,-9.0,1.0,7.0,1.0
AAA,2013J,240884,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,427.0,2.235602094240838,22.0,44.0,1,Medium,0,-6.0,1.0,54.0,2.0
AAA,2013J,241649,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,1892.0,3.3019197207678883,33.0,135.0,1,High,0,-10.0,1.0,260.0,11.0
AAA,2013J,241729,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1829.0,2.917065390749601,36.0,117.0,0,High,0,-10.0,1.0,150.0,7.0
AAA,2013J,242793,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,658.0,2.5019011406844105,29.0,56.0,1,Medium,0,-10.0,1.0,100.0,5.0
AAA,2013J,246834,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1174.0,3.3447293447293447,31.0,68.0,1,Medium,0,-10.0,1.0,88.0,3.0
AAA,2013J,248270,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,1969.0,2.618351063829788,33.0,193.0,1,High,0,-10.0,1.0,296.0,15.0
AAA,2013J,255548,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,2580.0,3.165644171779141,25.0,166.0,1,High,0,-10.0,1.0,404.0,14.0
AAA,2013J,256815,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass,1481.0,2.859073359073359,24.0,139.0,1,High,0,-10.0,1.0,8.0,1.0
AAA,2013J,258392,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,844.0,2.822742474916388,34.0,53.0,1,Medium,0,-10.0,1.0,87.0,4.0
AAA,2013J,258894,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,4963.0,3.622627737226277,61.0,204.0,1,High,0,-10.0,1.0,200.0,13.0
AAA,2013J,260355,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,426.0,3.1791044776119404,35.0,43.0,0,Medium,0,-9.0,1.0,57.0,3.0
AAA,2013J,262011,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,1066.0,3.0898550724637683,26.0,69.0,1,Medium,0,-7.0,1.0,275.0,10.0
AAA,2013J,262934,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2407.0,3.357043235704324,26.0,119.0,1,High,0,-10.0,1.0,419.0,9.0
AAA,2013J,268073,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,3210.0,4.483240223463687,29.0,116.0,0,High,0,-3.0,1.0,395.0,7.0
AAA,2013J,268733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,191.0,3.4107142857142856,13.0,18.0,0,Low,0,-2.0,1.0,49.0,2.0
AAA,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,3348.0,5.23943661971831,78.0,128.0,1,High,0,-10.0,1.0,480.0,13.0
AAA,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,2028.0,4.251572327044025,40.0,82.0,0,High,0,-10.0,1.0,410.0,13.0
AAA,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,1183.0,3.983164983164983,51.0,63.0,1,Medium,0,-10.0,1.0,142.0,10.0
AAA,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,492.0,2.6885245901639343,17.0,49.0,1,Medium,0,-8.0,1.0,42.0,6.0
AAA,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,130.0,1.6883116883116882,9.0,15.0,0,Low,0,-10.0,1.0,11.0,1.0
AAA,2013J,281589,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,59.0,2.107142857142857,6.0,8.0,0,Low,0,-9.0,1.0,24.0,2.0
AAA,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1961.0,4.102510460251046,27.0,87.0,1,High,0,-10.0,1.0,288.0,6.0
AAA,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1046.0,3.683098591549296,31.0,68.0,1,Medium,0,-7.0,1.0,78.0,5.0
AAA,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,483.0,3.3541666666666665,36.0,47.0,1,Medium,0,-10.0,1.0,84.0,5.0
AAA,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1740.0,3.5080645161290325,29.0,108.0,1,High,0,-8.0,1.0,391.0,9.0
AAA,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,652.0,4.261437908496732,252.0,33.0,1,Medium,0,-9.0,1.0,60.0,3.0
AAA,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,5231.0,2.78392762107504,35.0,229.0,1,High,0,-10.0,1.0,590.0,13.0
AAA,2013J,292923,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,Withdrawn,0.0,0.0,0.0,0.0,0,Low,1,,0.0,0.0,0.0
AAA,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,187.0,1.6403508771929824,9.0,28.0,1,Low,0,-1.0,1.0,1.0,1.0
AAA,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1775.0,4.052511415525114,77.0,119.0,1,High,0,-7.0,1.0,224.0,8.0
AAA,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,865.0,3.37890625,36.0,94.0,1,Medium,0,0.0,0.0,141.0,7.0
AAA,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,3099.0,3.0683168316831684,65.0,166.0,0,High,0,-17.0,1.0,266.0,11.0
AAA,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,2152.0,4.211350293542075,32.0,124.0,1,High,0,-10.0,1.0,236.0,9.0
AAA,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,514.0,2.557213930348259,11.0,58.0,1,Medium,0,-10.0,1.0,90.0,6.0
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1997.0,3.443103448275862,28.0,108.0,1,High,0,-10.0,1.0,250.0,8.0
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,513.0,3.109090909090909,16.0,24.0,0,Medium,0,-10.0,1.0,68.0,4.0
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,146.0,3.3181818181818183,13.0,11.0,0,Low,0,-8.0,1.0,26.0,1.0
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,1277.0,3.470108695652174,24.0,85.0,1,Medium,0,-5.0,1.0,220.0,9.0
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,68.0,2.6153846153846154,7.0,6.0,0,Low,0,-10.0,1.0,0.0,0.0
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,987.0,3.065217391304348,24.0,81.0,1,Medium,0,1.0,0.0,144.0,8.0
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1220.0,3.2275132275132274,29.0,110.0,1,Medium,0,-10.0,1.0,209.0,5.0
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,2742.0,2.4658273381294964,62.0,189.0,1,High,0,-10.0,1.0,488.0,14.0
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,1081.0,2.6957605985037407,27.0,87.0,1,Medium,0,-9.0,1.0,117.0,5.0
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1476.0,3.915119363395225,25.0,76.0,1,High,0,-10.0,1.0,216.0,6.0
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,2230.0,3.204022988505747,39.0,145.0,1,High,0,-5.0,1.0,298.0,8.0
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,12882.0,7.02016348773842,65.0,271.0,1,High,0,-10.0,1.0,1871.0,15.0
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,281.0,2.650943396226415,17.0,46.0,1,Low,0,-10.0,1.0,7.0,2.0
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,1281.0,2.784782608695652,34.0,106.0,1,Medium,0,-10.0,1.0,200.0,13.0
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,6589.0,3.4086911536471804,25.0,232.0,1,High,0,-10.0,1.0,364.0,13.0
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,10083.0,4.727144866385372,37.0,239.0,1,High,0,-10.0,1.0,1047.0,14.0
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,1901.0,3.1163934426229507,35.0,122.0,1,High,0,-9.0,1.0,352.0,13.0
